CD_EQUI;CD_LOCAL;CD_TEMA;DS_TEMA;CD_TP_EQUIPAMENTO;DS_TP_EQUIPAMENTO;CD_SUBTIPO_EQUIPAMENTO;DS_SUBTIPO_EQUIPAMENTO;CD_DEP_ADMINISTRATIVA;DS_DEP_ADMINISTRATIVA;NM_EQUI;NM_ABREV_EQUI;CD_FONTE;FONTE_FONTE;CD_RUA;NM_RUA;CD_RUANAOOFICIAL;NM_RUANAOOFICIAL;NUMERO_EQUI;COMPLEMENTO_EQUI;CD_BAIRRO;NM_BAIRRO;QUADRICULA_BQ;CD_REGIONAL;NM_REGIONAL;LAT_SIRGAS;LON_SIRGAS;FUNCIONAMENTO_MANHA_EQUI;FUNCIONAMENTO_TARDE_EQUI;FUNCIONAMENTO_NOITE_EQUI;FUNCIONAMENTO_24HRS_EQUI;TELEFONE_EQUI;RAMAL_EQUI;EMAIL_EQUI;SITE_EQUI;FAX_EQUI
2821;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O CARLOS BORROMEU;S. Carlos Borromeu;129;Arquidiocese de Curitiba;S826C;R. HEITOR DE ANDRADE;;;219;;22;JARDIM DAS AMêRICAS;M17;4;Cajuru;-254.568.033.463.355;-492.279.851.968.456;0;0;0;0;3266-0949;;;;
2822;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;SANTA LUZIA E S«O NICOLAU;Sta Luzia e S. Nicolau;129;Arquidiocese de Curitiba;N007;R. GEN. AGOSTINHO PEREIRA ALVES FILHO;;;529;;12;MERC“S;;1;Matriz;-25.420.678.547.588;-493.020.051.012.153;0;0;0;0;3339-4665;;;;
2824;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O JUDAS TADEU;S. Judas Tadeu;129;Arquidiocese de Curitiba;S633;R. CARLOS DE LAET;;;2495;Esquina com a Rua Evaristo da Veiga.;56;BOQUEIR«O;P15;6;Boqueir∆o;-254.847.959.050.355;-492.413.006.970.586;0;0;0;0;3276-4021;;;;
2826;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O JOSê DO TRABALHADOR;S. JosÇ do Trabalhador;129;Arquidiocese de Curitiba;W031;R. MAJ. HEITOR GUIMAR«ES;;;1526;;30;CAMPINA DO SIQUEIRA;;5;Santa Felicidade;-254.391.170.597.383;-493.097.630.364.945;0;0;0;0;3336-9550;;;;
2828;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O JO«O BATISTA;S. Jo∆o Batista;129;Arquidiocese de Curitiba;W832F;R. LUIZ TRAMONTIN;;;2570;Transversal a Rua Ces†rio Kuroski.;75;CIDADE INDUSTRIAL;;9;CIC;-254.608.503.906.961;-493.443.980.318.125;0;0;0;0;3373-2499;;;;
2830;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O PEDRO E S«O PAULO;S. Pedro e S. Paulo;129;Arquidiocese de Curitiba;E239;R. THEODORO GBUR;;;528;;54;TINGöI;F18;3;Boa Vista;-253.905.897.163.446;-492.169.352.482.534;0;0;0;0;3256-6641;;;;
2831;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;S«O JO«O BATISTA - Rebouáas;S. Jo∆o Batista-Rebouáas;129;Arquidiocese de Curitiba;S013;R. BALTAZAR CARRASCO DOS REIS;;;698;Esquina com a Rua Imaculada Conceiá∆o.;8;REBOUÄAS;L14;1;Matriz;-254.443.167.705.663;-492.547.540.642.258;0;0;0;0;3333-6432;;;;
2833;;18;RELIGI«O;28;Igreja;5;Cat¢lica - Rito Latino;11;Particular;SANTA AMêLIA;Sta AmÇlia;129;Arquidiocese de Curitiba;W616;AV. ALCIR MARTINS BASTOS;;;510;;42;FAZENDINHA;;2;Port∆o;-254.863.123.913.295;-493.257.474.315.389;0;0;0;0;3288-2651;;;;
4666;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. EMILIANO PERNETA - 860;570;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C010J;R. EMILIANO PERNETA;;;860;;1;CENTRO;K12;1;Matriz;-254.382.543.631.138;-492.792.043.910.753;0;0;0;0;;;;;
10088;1121;1;ABASTECIMENTO ALIMENTAR;2;Unidade M¢vel de Abastecimento;10;Ponto Mercad∆o da Fam°lia;3;P£blico Municipal;VISTA ALEGRE;VISTA ALEGRE;117;Secretaria Municipal de Abastecimento Alimentar;N405B;R. BATISTA PESSINE;;;0;Ao lado da escola Municipal Nympla Peplow,esquina com a R. Jose Casagrande.;31;VISTA ALEGRE;;5;Santa Felicidade;-254.121.563.949.993;-49.303.377.416.726;0;1;0;0;3361-2310;;;;
64;;6;ASSIST“NCIA SOCIAL;56;Abrigo;1;Unidade de Acolhimento Institucional;11;Particular;ASSOCIAÄ«O BENEFICENTE ISRAELITA HAI - ABIHAI;Associaá∆o Beneficente Israelita HAI-ABIHAI;115;Fundaá∆o de Aá∆o Social;N908;R. PROF. PEDRO VIRIATO PARIGOT DE SOUZA;;;2355;Esquina com a Rua Natal Cecone.;45;MOSSUNGU“;;5;Santa Felicidade;-254.365.140.236.625;-493.319.774.689.533;1;1;1;0;3285-4145;;casalar.abihai@gmail.com;;
65;;6;ASSIST“NCIA SOCIAL;56;Abrigo;1;Unidade de Acolhimento Institucional;11;Particular;ASSOCIAÄ«O CRIST« DE ASSIST“NCIA SOCIAL - ACRIDAS;ACRIDAS - Berá†rio;115;Fundaá∆o de Aá∆o Social;E104;R. EDUARDO GERONASSO;;;1782;;35;BACACHERI;E16;3;Boa Vista;-253.871.209.471.912;-492.314.640.760.031;1;1;1;1;3253-5610;;contato@acridas.org.br;;
4672;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. COMENDADOR ARAÈJO - 617;426;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C012H;R. COM. ARAÈJO;;;617;;10;BATEL;K11;1;Matriz;-254.377.214.538.596;-492.808.129.581.181;0;0;0;0;;;;;
9692;;11;EDUCAÄ«O;21;Centro de Educaá∆o Infantil;2;Educaá∆o Infantil;3;P£blico Municipal;JARDIM ALEGRE;Jardim Alegre;120;Secretaria Municipal da Educaá∆o;E134;R. PAULINO FRANCO DE CARVALHO;;;61;Transversal a Rua Gabriel Joaquim.;53;SANTA C∂NDIDA;;3;Boa Vista;-253.632.188.721.452;-492.171.461.228.779;1;1;0;0;3357-4724;;cmeijardimalegre@sme.curitiba.pr.gov.br;;
4638;;6;ASSIST“NCIA SOCIAL;60;Unidade Adulto de Rua;1;Unidade Social Especializada;3;P£blico Municipal;Centro POP JO«O DORVALINO BORBA;Jo∆o Dorvalino Borba;115;Fundaá∆o de Aá∆o Social;C002;AV. VISC. DE GUARAPUAVA;;;2674;Transversal a Rua Lourenáo Pinto.;1;CENTRO;;1;Matriz;-254.361.139.111.664;-49.267.578.459.176;1;1;1;0;3232-9280;;dpse@fas.curitiba.pr.gov.br;www.fas.curitiba.pr.gov.br/nucleoRegional.aspx?idf=135;
4673;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. DESEMBARGADOR MOTTA - 1861;196;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C001;R. DES. MOTTA;;;1861;;10;BATEL;K11;1;Matriz;-254.380.718.857.504;-492.801.854.720.839;0;0;0;0;;;;;
4674;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;RESTAURANTE SCAVOLLO;Restaurante Scavollo;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C001;R. DES. MOTTA;;;924;;10;BATEL;K12;1;Matriz;-254.387.328.878.649;-492.796.967.819.914;0;0;0;0;;;;;
4675;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;2;P£blico Estadual;ANTIGA IMPRESSORA PARANAENSE;Antiga Impressora Paranaense;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C012H;R. COM. ARAÈJO;;;731;;10;BATEL;K12;1;Matriz;-254.390.639.558.447;-492.813.034.610.663;0;0;0;0;;;;;
4676;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;2;P£blico Estadual;R. COMENDADOR ARAÈJO - 711;10;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C012H;R. COM. ARAÈJO;;;711;;10;BATEL;K11;1;Matriz;-254.384.466.477.985;-492.814.397.570.907;0;0;0;0;;;;;
4677;;4;PATRIM‚NIO HIST‡RICO EDIFICADO;27;Unidade de Interesse de Preservaá∆o;2;Arquitetura EclÇtica;11;Particular;R. COMENDADOR ARAÈJO - 776;13;133;Instituto de Pesquisa e Planejamento Urbano de Curitiba;C012H;R. COM. ARAÈJO;;;776;;10;BATEL;K11;1;Matriz;-254.385.408.720.307;-492.822.695.447.103;0;0;0;0;;;;;
1549;41129296;11;EDUCAÄ«O;22;Escola;1;Ensino Fundamental;3;P£blico Municipal;EXPEDICIONµRIO;CEI Expedicion†rio;120;Secretaria Municipal da Educaá∆o;W111L;R. BALDUR MAGNUS GRUBBA;;;2443;;41;NOVO MUNDO;P8;2;Port∆o;-254.840.139.086.795;-493.134.876.767.441;1;1;1;0;3248-2030;;emexpedicionario@sme.curitiba.pr.gov.br;;
3353;;10;ECONOMIA;17;Posto de Abastecimento;11;Petrobr†s;11;Particular;BAIRRO ALTO;Conveniància Center Bairro Alto;162;;S207;AV. PRES. KENNEDY;;;3390;;27;PORT«O;;2;Port∆o;-254.725.350.164.079;-49.286.195.233.562;0;0;0;0;3024-2998;;;;
3354;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;SORRISO II;Posto Sorriso II;162;;S110;R. ALCEB÷ADES PLAISANT;;;1430;;9;AGUA VERDE;;2;Port∆o;-254.650.439.387.971;-492.847.059.860.248;0;0;0;0;3022-3962;;;;
3356;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;MAESTRO;Posto Maestro;162;;S249;R. MTO. FRANCISCO ANTONELLO;;;50;;39;FANNY;;2;Port∆o;-254.723.733.614.286;-492.620.215.896.158;0;0;0;0;3396-4084;;;;
3358;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;ROSA DOS VENTOS;Posto Rosa dos Ventos;162;;S026;AV. MAL. FLORIANO PEIXOTO;;;5039;;38;HAUER;;6;Boqueir∆o;-254.725.790.548.557;-492.513.875.319.737;0;0;0;0;3276-1373;;;;
3360;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;BERNARDI;Posto Bernardi;162;;S713;AV. SEN. SALGADO FILHO;;;2738;;37;UBERABA;;4;Cajuru;-254.725.302.345.071;-492.370.274.944.358;0;0;0;0;3024-7150;;;;
3362;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;A SHEILA;Posto Sheila;162;;S948;R. AMADOR BUENO;;;429;;21;CAJURU;;4;Cajuru;-254.677.773.284.091;-492.091.039.713.427;0;0;0;0;3226-1718;;;;
3363;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;ANTARES;Antares;162;;W730;R. RAUL POMPêIA;;;415;Transversal a Rua Antonio Reinaldo Zanon.;75;CIDADE INDUSTRIAL;;9;CIC;-254.773.589.591.403;-493.349.134.448.027;0;0;0;0;3039-0637;;;;
3367;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;SIMOMARA;Posto Simomara;162;;W101;R. JO«O BETTEGA;;;910;;27;PORT«O;;2;Port∆o;-254.753.562.385.655;-493.030.441.092.996;0;0;0;0;3329-4883;;;;
3369;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;MILLENIUM;Posto Millenium;162;;S252;AV. SANTA BERNADETHE;;;416;;41;NOVO MUNDO;;2;Port∆o;-254.785.076.650.766;-492.851.878.025.636;0;0;0;0;3022-0020;;;;
3371;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;C.J.C. GUA÷RA;Auto Posto C.J.C. Gua°ra;162;;S227;AV. PRES. WENCESLAU BRAZ;;;1760;;26;GUA÷RA;;2;Port∆o;-25.474.075.646.551;-492.720.441.671.037;0;0;0;0;3049-7201;;;;
3372;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;VILA HAUER;Posto Vila Hauer;162;;S608;R. PRES. PµDUA FLEURY;;;1282;;38;HAUER;;6;Boqueir∆o;-25.478.705.227.423;-492.557.647.369.926;0;0;0;0;3014-6098;;;;
3376;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;TIC I;Tic I Posto;162;;S713;AV. SEN. SALGADO FILHO;;;2992;;37;UBERABA;;4;Cajuru;-254.728.956.599.617;-492.344.557.277.391;0;0;0;0;3014-5368;;;;
3378;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;SAN MICHAEL;Auto Posto San Michael;162;;W101;R. JO«O BETTEGA;;;3015;;75;CIDADE INDUSTRIAL;;9;CIC;-254.874.009.818.154;-493.192.752.791.819;0;0;0;0;3247-0456;;;;
3380;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;WEBA;Posto Weba;162;;W123;R. PEDRO ZAGONEL;;;1079;;41;NOVO MUNDO;;2;Port∆o;-254.891.608.251.736;-4.930.491.357.289;0;0;0;0;3248-6098;;;;
3389;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;CONTORNO SUL;Posto Contorno Sul;162;;C555;AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;;;7725;;75;CIDADE INDUSTRIAL;;9;CIC;-254.956.913.780.726;-493.422.297.818.898;0;0;0;0;3018-5565;;;;
3390;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;K2;Auto Posto K2;162;;W137;R. PEDRO GUSSO;;;1114;;41;NOVO MUNDO;;2;Port∆o;-254.975.745.107.527;-493.053.700.874.428;0;0;0;0;3039-8079;;;;
3394;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;3 FAZENDAS;Posto 3 Fazendas;162;;C888;ROD. BR-116;;;15760;Km 103,5;41;NOVO MUNDO;;2;Port∆o;-254.940.944.885.854;-492.747.219.358.866;0;0;0;0;3327-1549;;;;
3396;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;TRIANGULINHO;Auto Posto Triangulinho;162;;S609C;R. VER. ANT‚NIO CARNASCIALI;;;1114;;56;BOQUEIR«O;;6;Boqueir∆o;-254.954.941.372.162;-492.470.545.764.442;0;0;0;0;3013-1941;;;;
3398;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;ILHA BELA;Posto Ilha Bela;162;;S026;AV. MAL. FLORIANO PEIXOTO;;;8326;;56;BOQUEIR«O;;6;Boqueir∆o;-254.997.655.422.861;-492.386.716.377.164;0;0;0;0;3029-0467;;;;
3399;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;TR“S GAROTOS;Posto Tràs Garotos;162;;S713;AV. SEN. SALGADO FILHO;;;6456;;37;UBERABA;;4;Cajuru;-254.970.387.779.561;-492.165.959.715.531;0;0;0;0;3377-6096;;;;
3405;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;CONGANAS;Auto Posto Conganas;162;;S638;R. WALDEMAR LOUREIRO CAMPOS;;;2610;;56;BOQUEIR«O;;6;Boqueir∆o;-25.507.266.782.407;-492.474.979.830.029;0;0;0;0;3051-4040;;;;
3411;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;S«O PEDRO (2);S∆o Pedro 2;162;;S551;R. CATARINA GOOSSEN;;;496;;57;XAXIM;;6;Boqueir∆o;-25.514.366.028.306;-492.698.291.628.357;0;0;0;0;3276-7706;;;;
3412;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;CAPITAL;Posto Capital;162;;S638;R. WALDEMAR LOUREIRO CAMPOS;;;3880;;57;XAXIM;;6;Boqueir∆o;-255.118.625.940.793;-492.592.429.385.895;0;0;0;0;3275-1949;;;;
3415;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;SINGER;Posto Singer;162;;W167;R. JOSê RODRIGUES PINHEIRO;;;3210;;75;CIDADE INDUSTRIAL;;9;CIC;-255.189.937.388.241;-493.250.584.570.033;0;0;0;0;3347-1212;;;;
3417;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;PETROXAXIM;Petroxaxim Com. de Comb.;162;;S527;R. FRANCISCO DEROSSO;;;3559;;64;ALTO BOQUEIR«O;;6;Boqueir∆o;-255.188.821.007.889;-492.550.267.124.865;0;0;0;0;3093-0320;;;;
3418;;10;ECONOMIA;17;Posto de Abastecimento;3;Branca;11;Particular;BOQUEIR«O;Posto Boqueir∆o;162;;S650;R. MTO. CARLOS FRANK;;;2460;;56;BOQUEIR«O;;6;Boqueir∆o;-255.222.997.333.767;-492.413.751.300.635;0;0;0;0;3286-6588;;;;
3420;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;PETROÔs;PetroÔs;162;;S026;AV. MAL. FLORIANO PEIXOTO;;;10868;;64;ALTO BOQUEIR«O;;6;Boqueir∆o;-255.212.058.236.764;-492.282.587.040.948;0;0;0;0;3286-4811;;;;
3421;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;CRUZEIRO DO SUL (1);Cruzeiro do Sul (1);162;;C888;ROD. BR-116;;;20386;Km 108;66;PINHEIRINHO;;7;Pinheirinho;-255.292.429.501.899;-492.994.606.955.755;0;0;0;0;3347-9221;;;;
3423;;10;ECONOMIA;17;Posto de Abastecimento;11;Petrobr†s;11;Particular;BEM ME QUER;Auto Posto Bem Me Quer;162;;S433;R. IZAAC FERREIRA DA CRUZ;;;3489;;65;S÷TIO CERCADO;;8;Bairro Novo;-255.349.395.670.076;-492.696.103.705.214;0;0;0;0;3014-8599;;;;
3424;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;CANAL DELTA;Posto Canal Delta;162;;S433;R. IZAAC FERREIRA DA CRUZ;;;4615;;65;S÷TIO CERCADO;;8;Bairro Novo;-255.313.845.991.735;-492.590.844.491.845;0;0;0;0;3015-4700;;;;
3426;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;TREV«O;Posto Trev∆o;162;;C555;AV. JUSCELINO KUBITSCHEK DE OLIVEIRA;;;14050;;75;CIDADE INDUSTRIAL;;9;CIC;-255.417.553.442.872;-493.088.801.997.785;0;0;0;0;3347-1813;;;;
3427;;10;ECONOMIA;17;Posto de Abastecimento;11;Petrobr†s;11;Particular;POSSOLI;Posto Possoli;162;;S312;R. NICOLA PELLANDA;;;840;Planta Pedro Bigarela;66;PINHEIRINHO;;7;Pinheirinho;-255.364.029.706.549;-492.954.335.709.109;0;0;0;0;3349-4677;;;;
3428;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;CRUZEIRO DO SUL (2);Cruzeiro do Sul (2);162;;S433;R. IZAAC FERREIRA DA CRUZ;;;2082;;65;S÷TIO CERCADO;;8;Bairro Novo;-255.367.743.268.877;-4.928.219.709.478;0;0;0;0;3349-1388;;;;
3429;;10;ECONOMIA;17;Posto de Abastecimento;11;Petrobr†s;11;Particular;100;Posto 100;162;;C888;ROD. BR-116;;;22730;Km 110;75;CIDADE INDUSTRIAL;;9;CIC;-255.498.466.559.573;-493.054.013.197.158;0;0;0;0;3348-0348;;;;
3430;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;NICHELE;Posto Nichele;162;;C888;ROD. BR-116;;;22900;Km 110. Transversal a Rua Hasdrubal Bellegard, em frente ao Ceasa.;75;CIDADE INDUSTRIAL;;9;CIC;-255.528.058.561.693;-493.059.339.607.425;0;0;0;0;3348-1010;;;;
3431;;10;ECONOMIA;17;Posto de Abastecimento;14;Potencial;11;Particular;MARIENTAL 4;Posto Mariental 4;162;;C888;ROD. BR-116;;;233;Km 10,5;74;TATUQUARA;;7;Pinheirinho;-255.558.839.237.678;-493.054.602.049.508;0;0;0;0;3348-2219;;;;
3432;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;UMBARµ;Posto Umbar†;162;;S312;R. NICOLA PELLANDA;;;4602;;73;UMBARµ;;8;Bairro Novo;-255.673.942.029.104;-492.868.490.856.296;0;0;0;0;3348-1623;;;;
3433;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;PINHEIR«O;Posto Pinheir∆o;162;;E528;R. DEL. LEOPOLDO BELCZAK;;;1345;;20;CAP«O DA IMBÈIA;;4;Cajuru;-254.368.751.974.448;-492.232.180.672.692;0;0;0;0;3013-2333;;;;
3434;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;SILVA JARDIM;Posto Silva Jardim;162;;S001;AV. SILVA JARDIM;;;2258;;9;AGUA VERDE;;2;Port∆o;-254.450.531.162.862;-492.822.341.869.487;0;0;0;0;3022-1449;;;;
3436;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;FELICITµ;Posto Felicit†;162;;N728;AV. VER. TOALDO TÈLIO;;;1035;;63;SANTA FELICIDADE;;5;Santa Felicidade;-254.075.246.966.789;-49.337.899.887.803;0;0;0;0;3374-4805;;;;
3437;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;DOBSON;Posto Dobson;162;;S431;R. EMANOEL VOLUZ;;;381;;66;PINHEIRINHO;;7;Pinheirinho;-255.249.216.355.728;-492.922.070.607.039;0;0;0;0;3082-8083;;;;
3438;;10;ECONOMIA;17;Posto de Abastecimento;20;Chevron;11;Particular;MINêRIO;Auto Posto MinÇrio;162;;E153;R. PE. JO«O WISLINSKI;;;493;;53;SANTA C∂NDIDA;;3;Boa Vista;-253.754.368.096.659;-492.203.019.871.452;0;0;0;0;3356-6483;;;;
3439;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;PASSEIO II;Posto Passeio II;162;;W101;R. JO«O BETTEGA;;;6115;;75;CIDADE INDUSTRIAL;;9;CIC;-25.511.615.360.061;-493.321.143.734.359;0;0;0;0;3023-5491;;;;
3440;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;NOVA CURITIBA;Posto Nova Curitiba;162;;W100G;R. MAL. OCTµVIO SALDANHA MAZZA;;;7585;Planta Vila Pinheiros I e II;58;CAP«O RASO;;7;Pinheirinho;-255.120.180.767.122;-492.969.995.868.011;0;0;0;0;3027-2691;;;;
3441;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;JARDIM IP“;Posto Jardim Ipà;162;;N441;AV. FREDOLIN WOLF;;;4140;;63;SANTA FELICIDADE;;5;Santa Felicidade;-253.852.457.711.596;-493.238.586.247.956;0;0;0;0;3364-9125;;;;
3442;;10;ECONOMIA;17;Posto de Abastecimento;24;Pelikano;11;Particular;RABAT;Auto Posto Rabat;162;;E131;R. GUILHERME IHLENFELDT;;;616;;54;TINGöI;;3;Boa Vista;-253.863.044.790.433;-492.274.945.540.681;0;0;0;0;3256-1115;;;;
3443;;10;ECONOMIA;17;Posto de Abastecimento;16;Shell;11;Particular;CANAL ALPHA;Posto Canal Alpha;162;;E025M;R. PE. GERMANO MAYER;;;561;;5;ALTO DA RUA XV;;1;Matriz;-254.306.580.514.163;-492.494.614.332.318;0;0;0;0;3013-1011;;;;
3444;;10;ECONOMIA;17;Posto de Abastecimento;6;Cosan - Esso;11;Particular;VIA JARDIM;Posto Via Jardim;162;;C200;AV. PRES. AFFONSO CAMARGO;;;2805;;6;CRISTO REI;;1;Matriz;-254.415.728.506.489;-492.344.931.080.712;0;0;0;0;3023-2324;;;;
575;;8;CULTURA;118;Farol do Saber;2;Em Escola;3;P£blico Municipal;JO«O GUIMAR«ES ROSA;Jo∆o Guimar∆es Rosa;120;Secretaria Municipal da Educaá∆o;E348;R. JORN. ALCEU CHICHORRO;;;180;CEP:82820-29. Pr¢ximo a Escola Municipal CEI Curitiba Ano 300.;36;BAIRRO ALTO;I19;3;Boa Vista;-254.142.739.629.447;-492.062.097.107.099;1;1;1;0;3367-6983;;fsgrosa@sme.curitiba.pr.gov.br;;
7334;;8;CULTURA;14;Espaáo Cultural;13;Espaáo Expositivo de Artes;3;P£blico Municipal;BRASIL;Sal∆o Brasil;118;Fundaá∆o Cultural de Curitiba;C018M;R. DR. CLAUDINO DOS SANTOS;;;79;;2;S«O FRANCISCO;J12;1;Matriz;-254.277.085.778.731;-492.728.992.500.597;1;1;0;0;3321-3313;;;;
7335;;8;CULTURA;14;Espaáo Cultural;4;Cinema;3;P£blico Municipal;GUARANI;Cine Guarani;118;Fundaá∆o Cultural de Curitiba;C300;AV. REPÈBLICA ARGENTINA;;;3430;;27;PORT«O;O10;2;Port∆o;-254.765.633.810.951;-492.930.986.354.888;0;0;0;0;;;;;
3349;;10;ECONOMIA;17;Posto de Abastecimento;8;Ipiranga;11;Particular;VILINHA;Posto Vilinha;162;;W700;AV. PRES. ARTHUR DA SILVA BERNARDES;;;1736;;27;PORT«O;;2;Port∆o;-254.672.313.170.742;-492.996.482.053.889;0;0;0;0;3016-7285;;;;
3351;;10;ECONOMIA;17;Posto de Abastecimento;11;Petrobr†s;11;Particular;GENHA;Posto Genha;162;;C300;AV. REPÈBLICA ARGENTINA;;;2358;;27;PORT«O;;2;Port∆o;-254.667.368.749.149;-492.927.436.180.402;0;0;0;0;3027-8600;;;;
1602;41127234;11;EDUCAÄ«O;22;Escola;1;Ensino Fundamental;3;P£blico Municipal;ANITA MERHY GAERTNER;Anita Gaertner;120;Secretaria Municipal da Educaá∆o;N958;R. PE. ESTANISLAU PIASECKI;;;1017;;75;CIDADE INDUSTRIAL;K3;5;Santa Felicidade;-254.365.646.037.161;-493.610.720.870.435;1;1;1;0;3373-0798;;emanitagaertner@sme.curitiba.pr.gov.br;;3373-0798
447;;7;COMUNICAÄÂES;11;Estaá∆o de Telecomunicaá∆o;3;-;11;Particular;FRANCISCO DEROSSO - BRASIL TELECOM;;127;Secretaria Municipal de Urbanismo;S527;R. FRANCISCO DEROSSO;;;161;;57;XAXIM;Q12;6;Boqueir∆o;;;0;0;0;0;;;;;
448;;7;COMUNICAÄÂES;11;Estaá∆o de Telecomunicaá∆o;3;-;11;Particular;FRANCISCO DEROSSO - GLOBAL;;127;Secretaria Municipal de Urbanismo;S527;R. FRANCISCO DEROSSO;;;161;;57;XAXIM;Q12;6;Boqueir∆o;;;0;0;0;0;;;;;
449;;7;COMUNICAÄÂES;11;Estaá∆o de Telecomunicaá∆o;3;-;11;Particular;NICOLA PELLANDA - TIM;;127;Secretaria Municipal de Urbanismo;S312;R. NICOLA PELLANDA;;;4629;;73;UMBARµ;Y11;8;Bairro Novo;;;0;0;0;0;;;;;
450;;7;COMUNICAÄÂES;11;Estaá∆o de Telecomunicaá∆o;3;-;11;Particular;MANDIRITUBA - TIM;;127;Secretaria Municipal de Urbanismo;S438;R. MANDIRITUBA;;;659;;65;S÷TIO CERCADO;V12;8;Bairro Novo;;;0;0;0;0;;;;;
